rep_name,district_pretty,state,geoid20,party,office,phone,all_committees,appropriations,agriculture,oversight_and_accountability,armed_services,natural_resources,foreign_affairs,homeland_security,education_and_the_workforce,energy_and_commerce,ways_and_means,financial_services,transportation_and_infrastructure,small_business,judiciary,budget,select_subcommittee_on_the_weaponization_of_the_fed_govt,joint_committee_on_taxation,house_administration,Intelligence,select_subcommittee_on_the_coronavirus_pandemic,science_space_and_technology,veterans_affairs,select_sub_us_china,ethics,Rules,joint_library
Robert Menendez,New Jersey 8th,New Jersey ,3408,D,1007 LHOB,(202) 225-7919,homeland_security|transportation_and_infrastructure,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Norcross,New Jersey 1st,New Jersey ,3401,D,2427 RHOB,(202) 225-6501,armed_services|education_and_the_workforce,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Pallone,New Jersey 6th,New Jersey ,3406,D,2107 RHOB,(202) 225-4671,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Pascrell,New Jersey 9th,New Jersey ,3409,D,2409 RHOB,(202) 225-5751,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald Payne,New Jersey 10th,New Jersey ,3410,D,106 CHOB,(202) 225-3436,homeland_security|transportation_and_infrastructure,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikie Sherrill,New Jersey 11th,New Jersey ,3411,D,1427 LHOB,(202) 225-5034,armed_services|select_sub_us_china,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Christopher Smith,New Jersey 4th,New Jersey ,3404,R,2373 RHOB,(202) 225-3765,foreign_affairs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Van Drew,New Jersey 2nd,New Jersey ,3402,R,2447 RHOB,(202) 225-6572,judiciary|transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bonnie Watson Coleman,New Jersey 12th,New Jersey ,3412,D,168 CHOB,(202) 225-5801,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teresa Leger Fernandez,New Mexico 3rd,New Mexico ,3503,D,1510 LHOB,(202) 225-6190,education_and_the_workforce|natural_resources|Rules,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Melanie Stansbury,New Mexico 1st,New Mexico ,3501,D,1421 LHOB,(202) 225-6316,oversight_and_accountability|natural_resources,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabe Vasquez,New Mexico 2nd,New Mexico ,3502,D,1517 LHOB,(202) 225-2365,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Bowman,New York 16th,New York ,3616,D,345 CHOB,(202) 225-2464,education_and_the_workforce|science_space_and_technology,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yvette Clarke,New York 9th,New York ,3609,D,2058 RHOB,(202) 225-6231,homeland_security|energy_and_commerce,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony D'Esposito,New York 4th,New York ,3604,R,1508 LHOB,(202) 225-5516,house_administration|homeland_security|transportation_and_infrastructure,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adriano Espaillat,New York 13th,New York ,3613,D,2332 RHOB,(202) 225-4365,appropriations|budget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andrew Garbarino,New York 2nd,New York ,3602,R,2344 RHOB,(202) 225-7896,financial_services|homeland_security|ethics,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daniel Goldman,New York 10th,New York ,3610,D,245 CHOB,(202) 225-7944,select_subcommittee_on_the_weaponization_of_the_fed_govt|oversight_and_accountability|homeland_security,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brian Higgins,New York 26th,New York ,3626,D,2269 RHOB,(202) 225-3306,budget|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hakeem Jeffries,New York 8th,New York ,3608,D,2433 RHOB,(202) 225-5936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick LaLota,New York 1st,New York ,3601,R,1530 LHOB,(202) 225-3826,armed_services|homeland_security|small_business,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Langworthy,New York 23rd,New York ,3623,R,1630 LHOB,(202) 225-3161,agriculture|oversight_and_accountability|Rules,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Michael Lawler,New York 17th,New York ,3617,R,1013 LHOB,(202) 225-6506,financial_services|foreign_affairs,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicole Malliotakis,New York 11th,New York ,3611,R,351 CHOB,(202) 225-3371,select_subcommittee_on_the_coronavirus_pandemic|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gregory Meeks,New York 5th,New York ,3605,D,2310 RHOB,(202) 225-3461,financial_services|foreign_affairs,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace Meng,New York 6th,New York ,3606,D,2209 RHOB,(202) 225-2601,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Molinaro,New York 19th,New York ,3619,R,1207 LHOB,(202) 225-5441,agriculture|transportation_and_infrastructure|small_business,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Morelle,New York 25th,New York ,3625,D,570 CHOB,(202) 225-3615,appropriations|house_administration|joint_library,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jerrold Nadler,New York 12th,New York ,3612,D,2132 RHOB,(202) 225-5635,judiciary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alexandria Ocasio-Cortez,New York 14th,New York ,3614,D,250 CHOB,(202) 225-3965,oversight_and_accountability|natural_resources,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Ryan,New York 18th,New York ,3618,D,1030 LHOB,(202) 225-5614,armed_services|transportation_and_infrastructure,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Santos,New York 3rd,New York ,3603,R,1117 LHOB,(202) 225-3335,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elise Stefanik,New York 21st,New York ,3621,R,2211 RHOB,(202) 225-4611,armed_services|education_and_the_workforce|select_subcommittee_on_the_weaponization_of_the_fed_govt|Intelligence,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Claudia Tenney,New York 24th,New York ,3624,R,2349 RHOB,(202) 225-3665,science_space_and_technology|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul Tonko,New York 20th,New York ,3620,D,2369 RHOB,(202) 225-5076,energy_and_commerce|science_space_and_technology,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ritchie Torres,New York 15th,New York ,3615,D,1414 LHOB,(202) 225-4361,financial_services|select_sub_us_china,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nydia Velazquez,New York 7th,New York ,3607,D,2302 RHOB,(202) 225-2361,financial_services|natural_resources|small_business,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Williams,New York 22nd,New York ,3622,R,1022 LHOB,(202) 225-3701,education_and_the_workforce|transportation_and_infrastructure|science_space_and_technology,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alma Adams,North Carolina 12th,North Carolina ,3712,D,2436 RHOB,(202) 225-1510,agriculture|education_and_the_workforce,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Bishop,North Carolina 8th,North Carolina ,3708,R,2459 RHOB,(202) 225-1976,select_subcommittee_on_the_weaponization_of_the_fed_govt|homeland_security|judiciary,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Donald Davis,North Carolina 1st,North Carolina ,3701,D,1123 LHOB,(202) 225-3101,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck Edwards,North Carolina 11th,North Carolina ,3711,R,1505 LHOB,(202) 225-6401,budget|oversight_and_accountability|transportation_and_infrastructure,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Valerie Foushee,North Carolina 4th,North Carolina ,3704,D,1716 LHOB,(202) 225-1784,transportation_and_infrastructure|science_space_and_technology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Virginia Foxx,North Carolina 5th,North Carolina ,3705,R,2462 RHOB,(202) 225-2071,education_and_the_workforce|oversight_and_accountability,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Hudson,North Carolina 9th,North Carolina ,3709,R,2112 RHOB,(202) 225-3715,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Jackson,North Carolina 14th,North Carolina ,3714,D,1318 LHOB,(202) 225-5634,armed_services|science_space_and_technology,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kathy Manning,North Carolina 6th,North Carolina ,3706,D,307 CHOB,(202) 225-3065,education_and_the_workforce|foreign_affairs,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick McHenry,North Carolina 10th,North Carolina ,3710,R,2134 RHOB,(202) 225-2576,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Murphy,North Carolina 3rd,North Carolina ,3703,R,407 CHOB,(202) 225-3415,house_administration|veterans_affairs|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Wiley Nickel,North Carolina 13th,North Carolina ,3713,D,1133 LHOB,(202) 225-4531,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deborah Ross,North Carolina 2nd,North Carolina ,3702,D,1221 LHOB,(202) 225-3032,judiciary|ethics|science_space_and_technology|select_subcommittee_on_the_coronavirus_pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
David Rouzer,North Carolina 7th,North Carolina ,3707,R,2333 RHOB,(202) 225-2731,agriculture|transportation_and_infrastructure,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Armstrong,North Dakota ,North Dakota ,3800,R,2235 RHOB,(202) 225-2611,select_subcommittee_on_the_weaponization_of_the_fed_govt|oversight_and_accountability|energy_and_commerce,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Troy Balderson,Ohio 12th,Ohio ,3912,R,2429 RHOB,(202) 225-5355,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyce Beatty,Ohio 3rd,Ohio ,3903,D,2079 RHOB,(202) 225-4324,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shontel Brown,Ohio 11th,Ohio ,3911,D,449 CHOB,(202) 225-7032,agriculture|oversight_and_accountability|select_sub_us_china,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mike Carey,Ohio 15th,Ohio ,3915,R,1433 LHOB,(202) 225-2015,house_administration|joint_library|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Warren Davidson,Ohio 8th,Ohio ,3908,R,2113 RHOB,(202) 225-6205,financial_services|foreign_affairs,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Johnson,Ohio 6th,Ohio ,3906,R,2082 RHOB,(202) 225-5705,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jordan,Ohio 4th,Ohio ,3904,R,2056 RHOB,(202) 225-2676,select_subcommittee_on_the_weaponization_of_the_fed_govt|oversight_and_accountability|judiciary,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
David Joyce,Ohio 14th,Ohio ,3914,R,2065 RHOB,(202) 225-5731,appropriations|ethics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marcy Kaptur,Ohio 9th,Ohio ,3909,D,2186 RHOB,(202) 225-4146,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Landsman,Ohio 1st,Ohio ,3901,D,1432 LHOB,(202) 225-2216,small_business|veterans_affairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Robert Latta,Ohio 5th,Ohio ,3905,R,2467 RHOB,(202) 225-6405,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Miller,Ohio 7th,Ohio ,3907,R,143 CHOB,(202) 225-3876,agriculture|science_space_and_technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Emilia Sykes,Ohio 13th,Ohio ,3913,D,1217 LHOB,(202) 225-6265,transportation_and_infrastructure|science_space_and_technology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Michael Turner,Ohio 10th,Ohio ,3910,R,2183 RHOB,(202) 225-6465,armed_services|oversight_and_accountability|Intelligence,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brad Wenstrup,Ohio 2nd,Ohio ,3902,R,2335 RHOB,(202) 225-3164,Intelligence|select_subcommittee_on_the_coronavirus_pandemic|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Stephanie Bice,Oklahoma 5th,Oklahoma ,4005,R,2437 RHOB,(202) 225-2132,appropriations|budget|house_administration|science_space_and_technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Josh Brecheen,Oklahoma 2nd,Oklahoma ,4002,R,1208 LHOB,(202) 225-2701,budget|homeland_security,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom Cole,Oklahoma 4th,Oklahoma ,4004,R,2207 RHOB,(202) 225-6165,appropriations|Rules,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kevin Hern,Oklahoma 1st,Oklahoma ,4001,R,1019 LHOB,(202) 225-2211,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Lucas,Oklahoma 3rd,Oklahoma ,4003,R,2405 RHOB,(202) 225-5565,agriculture|financial_services|science_space_and_technology,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cliff Bentz,Oregon 2nd,Oregon ,4102,R,409 CHOB,(202) 225-6730,natural_resources|judiciary,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Earl Blumenauer,Oregon 3rd,Oregon ,4103,D,1111 LHOB,(202) 225-4811,budget|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suzanne Bonamici,Oregon 1st,Oregon ,4101,D,2231 RHOB,(202) 225-0855,education_and_the_workforce|science_space_and_technology,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lori Chavez-DeRemer,Oregon 5th,Oregon ,4105,R,1722 LHOB,(202) 225-5711,agriculture|education_and_the_workforce|transportation_and_infrastructure,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val Hoyle,Oregon 4th,Oregon ,4104,D,1620 LHOB,(202) 225-6416,natural_resources|transportation_and_infrastructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrea Salinas,Oregon 6th,Oregon ,4106,D,109 CHOB,(202) 225-5643,agriculture|science_space_and_technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brendan Boyle,Pennsylvania 2nd,Pennsylvania ,4202,D,1502 LHOB,(202) 225-6111,budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Cartwright,Pennsylvania 8th,Pennsylvania ,4208,D,2102 RHOB,(202) 225-5546,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madeleine Dean,Pennsylvania 4th,Pennsylvania ,4204,D,150 CHOB,(202) 225-4731,foreign_affairs|judiciary,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Deluzio,Pennsylvania 17th,Pennsylvania ,4217,D,1222 LHOB,(202) 225-2301,armed_services|veterans_affairs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dwight Evans,Pennsylvania 3rd,Pennsylvania ,4203,D,1105 LHOB,(202) 225-4001,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Fitzpatrick,Pennsylvania 1st,Pennsylvania ,4201,R,271 CHOB,(202) 225-4276,Intelligence|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chrissy Houlahan,Pennsylvania 6th,Pennsylvania ,4206,D,1727 LHOB,(202) 225-4315,armed_services|Intelligence,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
John Joyce,Pennsylvania 13th,Pennsylvania ,4213,R,152 CHOB,(202) 225-2431,energy_and_commerce|select_subcommittee_on_the_coronavirus_pandemic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Kelly,Pennsylvania 16th,Pennsylvania ,4216,R,1707 LHOB,(202) 225-5406,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Lee,Pennsylvania 12th,Pennsylvania ,4212,D,243 CHOB,(202) 225-2135,oversight_and_accountability|science_space_and_technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Daniel Meuser,Pennsylvania 9th,Pennsylvania ,4209,R,350 CHOB,(202) 225-6511,financial_services|small_business,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Perry,Pennsylvania 10th,Pennsylvania ,4210,R,2160 RHOB,(202) 225-5836,foreign_affairs|oversight_and_accountability|transportation_and_infrastructure,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Reschenthaler,Pennsylvania 14th,Pennsylvania ,4214,R,342 CHOB,(202) 225-2065,appropriations|Rules,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mary Scanlon,Pennsylvania 5th,Pennsylvania ,4205,D,1227 LHOB,(202) 225-2011,judiciary|Rules,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lloyd Smucker,Pennsylvania 11th,Pennsylvania ,4211,R,302 CHOB,(202) 225-2411,budget|education_and_the_workforce|ways_and_means,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glenn Thompson,Pennsylvania 15th,Pennsylvania ,4215,R,400 CHOB,(202) 225-5121,agriculture|education_and_the_workforce,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Wild,Pennsylvania 7th,Pennsylvania ,4207,D,1027 LHOB,(202) 225-6411,education_and_the_workforce|foreign_affairs|ethics,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gabe Amo,Rhode Island 1st,Rhode Island ,4401,D,2233 RHOB,(202) 225-4911,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Magaziner,Rhode Island 2nd,Rhode Island ,4402,D,1218 LHOB,(202) 225-2735,homeland_security|natural_resources,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Clyburn,South Carolina 6th,South Carolina ,4506,D,274 CHOB,(202) 225-3315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Duncan,South Carolina 3rd,South Carolina ,4503,R,2229 RHOB,(202) 225-5301,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Fry,South Carolina 7th,South Carolina ,4507,R,1626 LHOB,(202) 225-9895,oversight_and_accountability|judiciary,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nancy Mace,South Carolina 1st,South Carolina ,4501,R,1728 LHOB,(202) 225-3176,armed_services|oversight_and_accountability|veterans_affairs,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ralph Norman,South Carolina 5th,South Carolina ,4505,R,569 CHOB,(202) 225-5501,financial_services|budget|Rules,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
William Timmons,South Carolina 4th,South Carolina ,4504,R,267 CHOB,(202) 225-6030,financial_services|oversight_and_accountability,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Wilson,South Carolina 2nd,South Carolina ,4502,R,1436 LHOB,(202) 225-2452,armed_services|education_and_the_workforce|foreign_affairs,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusty Johnson,South Dakota ,South Dakota ,4600,R,1714 LHOB,(202) 225-2801,agriculture|transportation_and_infrastructure|select_sub_us_china,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tim Burchett,Tennessee 2nd,Tennessee ,4702,R,1122 LHOB,(202) 225-5435,foreign_affairs|oversight_and_accountability|transportation_and_infrastructure,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Cohen,Tennessee 9th,Tennessee ,4709,D,2268 RHOB,(202) 225-3265,judiciary|transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scott DesJarlais,Tennessee 4th,Tennessee ,4704,R,2304 RHOB,(202) 225-6831,agriculture|armed_services,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Fleischmann,Tennessee 3rd,Tennessee ,4703,R,2187 RHOB,(202) 225-3271,appropriations|science_space_and_technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mark Green,Tennessee 7th,Tennessee ,4707,R,2446 RHOB,(202) 225-2811,foreign_affairs|homeland_security,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana Harshbarger,Tennessee 1st,Tennessee ,4701,R,167 CHOB,(202) 225-6356,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Kustoff,Tennessee 8th,Tennessee ,4708,R,560 CHOB,(202) 225-4714,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Ogles,Tennessee 5th,Tennessee ,4705,R,151 CHOB,(202) 225-4311,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Rose,Tennessee 6th,Tennessee ,4706,R,2238 RHOB,(202) 225-4231,agriculture|financial_services,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Allred,Texas 32nd,Texas ,4832,D,348 CHOB,(202) 225-2231,foreign_affairs|select_subcommittee_on_the_weaponization_of_the_fed_govt|transportation_and_infrastructure,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jodey Arrington,Texas 19th,Texas ,4819,R,1107 LHOB,(202) 225-4005,budget|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brian Babin,Texas 36th,Texas ,4836,R,2236 RHOB,(202) 225-1555,transportation_and_infrastructure|science_space_and_technology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Michael Burgess,Texas 26th,Texas ,4826,R,2161 RHOB,(202) 225-7772,budget|energy_and_commerce|Rules,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
John Carter,Texas 31st,Texas ,4831,R,2208 RHOB,(202) 225-3864,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Casar,Texas 35th,Texas ,4835,D,1339 LHOB,(202) 225-5645,agriculture|oversight_and_accountability,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
