GEOID20,CD118FP,h_rep_name,h_district_pretty,h_state,h_party,h_office,h_phone,h_all_committees,h_appropriations,h_agriculture,h_oversight_and_accountability,h_armed_services,h_natural_resources,h_foreign_affairs,h_homeland_security,h_education_and_the_workforce,h_energy_and_commerce,h_ways_and_means,h_financial_services,h_transportation_and_infrastructure,h_small_business,h_judiciary,h_budget,h_select_subcommittee_on_the_weaponization_of_the_fed_govt,h_joint_committee_on_taxation,h_house_administration,h_Intelligence,h_select_subcommittee_on_the_coronavirus_pandemic,h_science_space_and_technology,h_veterans_affairs,h_select_sub_us_china,h_ethics,h_Rules,h_joint_library,contract_actions,unique_awards,unique_companies,unique_addresses,unique_agencies,total_obligation,mean_obligation,median_obligation,max_obligation,min_obligation,std_obligation,largest_recipient,largest_agency,total_money_millions,money_per_company,money_per_company_millions,money_per_award,contracts_per_company
2707,07,Michelle Fischbach,Minnesota 7th,Minnesota ,R,1004 LHOB,(202) 225-2165,budget|Rules|ethics|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28092,27335,154,164,19,307273655.79,10938.119599530117,67.27,34886149.66,-2260732.73,354350.16442971386,JENNIE-O TURKEY STORE INC,Department of Agriculture,307.27,1995283.4791558443,2.0,11241.033685385039,182.41558441558442
2708,08,Pete Stauber,Minnesota 8th,Minnesota ,R,145 CHOB,(202) 225-6211,natural_resources|transportation_and_infrastructure|small_business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4901,3492,299,327,20,132023208.4,26938.014364415427,579.68,13018720.39,-552758.0,302742.4666086139,PARMLY ON THE LAKE LLC,Department of Veterans Affairs,132.02,441549.1919732442,0.44,37807.333447880876,16.391304347826086
2801,01,Trent Kelly,Mississippi 1st,Mississippi ,R,2243 RHOB,(202) 225-4306,agriculture|armed_services|Intelligence,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19733,18633,157,167,14,441236752.89,22360.34829422794,88.91,64441277.29,-1351805.35,887938.9160059298,"OLIN WINCHESTER, LLC",Department of Defense,441.24,2810425.177643312,2.81,23680.392469811624,125.68789808917198
2802,02,Bennie Thompson,Mississippi 2nd,Mississippi ,D,2466 RHOB,(202) 225-5876,homeland_security,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10057,8982,220,249,18,665170152.21,66140.01712339664,434.03,120263190.0,-6924071.17,1431987.3477657074,"R. C. CONSTRUCTION CO., INC.",Department of Defense,665.17,3023500.6918636365,3.02,74055.90650300602,45.71363636363636
2803,03,Michael Guest,Mississippi 3rd,Mississippi ,R,450 CHOB,(202) 225-5031,appropriations|homeland_security|ethics,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6922,3999,218,249,21,2939173965.57,424613.4015559087,1407.0549999999998,103305221.0,-14567711.0,3318160.1587101067,W. G. YATES & SONS CONSTRUCTION COMPANY,Department of Defense,2939.17,13482449.383348625,13.48,734977.2357014254,31.75229357798165
2804,04,Mike Ezell,Mississippi 4th,Mississippi ,R,443 CHOB,(202) 225-5772,homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18868,15288,262,289,19,10533627785.550001,558280.039513992,1018.44,1375093946.0,-141697680.0,22074548.705867648,HUNTINGTON INGALLS INCORPORATED,Department of Defense,10533.63,40204686.20438932,40.2,689012.8064854789,72.01526717557252
2901,01,Cori Bush,Missouri 1st,Missouri ,D,2463 RHOB,(202) 225-2406,oversight_and_accountability|judiciary,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26604,15961,388,419,34,23160556288.37,870566.6925413471,824.04,2223793610.3,-67091396.72,20492585.754823882,THE BOEING COMPANY,Department of Defense,23160.56,59692155.38239691,59.69,1451071.7554269782,68.56701030927834
2902,02,Ann Wagner,Missouri 2nd,Missouri ,R,2350 RHOB,(202) 225-1621,financial_services|foreign_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25972,20842,281,297,34,2503268667.05,96383.36158362853,1502.78,169455196.0,-22791154.16,1589379.8439798479,"MCCARTHY BUILDING COMPANIES, INC.",Department of Defense,2503.27,8908429.420106763,8.91,120106.9315348815,92.42704626334519
2903,03,Blaine Luetkemeyer,Missouri 3rd,Missouri ,R,2230 RHOB,(202) 225-2956,financial_services|small_business|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7820,6673,156,167,21,417731565.95,53418.35881713555,459.985,42971864.0,-36796643.9,895401.3293196898,"OCCI, INC.",Department of Defense,417.73,2677766.4483974357,2.68,62600.26464109096,50.12820512820513
2904,04,Mark Alford,Missouri 4th,Missouri ,R,1516 LHOB,(202) 225-2876,agriculture|armed_services|small_business,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396,2383,223,245,17,429302053.98,126414.03238515902,10942.05,39026964.0,-2490530.0,866894.8990796913,"R.E.D. CONSTRUCTION SERVICES, LLC",Department of Veterans Affairs,429.3,1925121.3182959643,1.93,180151.93201007135,15.228699551569507
2905,05,Emanuel Cleaver,Missouri 5th,Missouri ,D,2217 RHOB,(202) 225-4535,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691,4103,316,355,29,7332209361.0199995,953349.2863112729,316.59,906082830.55,-46676286.0,15554414.678034877,"HONEYWELL FEDERAL MANUFACTURING & TECHNOLOGIES, LLC",Department of Energy,7332.21,23203194.180443037,23.2,1787036.1591567146,24.338607594936708
2906,06,Sam Graves,Missouri 6th,Missouri ,R,1135 LHOB,(202) 225-7041,armed_services|transportation_and_infrastructure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999,3051,150,163,16,185804609.69,46462.76811452863,388.5,9864325.0,-986461.87,360787.09982508275,DAX/GBAB JV LLC,Department of Veterans Affairs,185.8,1238697.3979333334,1.24,60899.57708620124,26.66
2907,07,Eric Burlison,Missouri 7th,Missouri ,R,1108 LHOB,(202) 225-6536,education_and_the_workforce|oversight_and_accountability|transportation_and_infrastructure,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20667,19203,183,202,17,305753903.86,14794.305117336819,408.5,12816947.28,-3566804.71,201309.84299613812,WALGA ROSS GROUP 3 JV,Department of Defense,305.75,1670786.3598907106,1.67,15922.194649794304,112.93442622950819
2908,08,Jason Smith,Missouri 8th,Missouri ,R,1011 LHOB,(202) 225-4404,joint_committee_on_taxation|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9272,8072,226,237,19,431243422.91,46510.2915131579,4906.14,17057733.76,-1441441.48,393870.1191031183,CELEEN LLC,Department of Defense,431.24,1908156.738539823,1.91,53424.60640609515,41.02654867256637
3001,01,Ryan Zinke,Montana 1st,Montana ,R,512 CHOB,(202) 225-5628,appropriations|science_space_and_technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38212,32293,942,1043,22,1694704202.93,44350.05241625667,163.2,266285875.0,-220328192.01,2491862.5580973774,BARNARD SPENCER JOINT VENTURE,Department of Homeland Security,1694.7,1799049.0476963907,1.8,52478.995538661635,40.56475583864119
3002,02,Matthew Rosendale,Montana 2nd,Montana ,R,1023 LHOB,(202) 225-3211,natural_resources|veterans_affairs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11819,9100,645,712,20,430382755.85,36414.48141551739,1569.59,11936941.3,-1940657.33,271517.3022627463,HARDRIVES CONSTRUCTION INC,Department of Transportation,430.38,667260.0865891473,0.67,47294.80833516484,18.324031007751937
3101,01,Mike Flood,Nebraska 1st,Nebraska ,R,343 CHOB,(202) 225-4806,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7246,5386,197,223,33,1717280838.51,236997.07956251726,180.075,112465331.29,-30903938.15,3186272.622394441,NELNET SERVICING LLC,Department of Education,1717.28,8717161.616802031,8.72,318841.59645562567,36.78172588832487
3102,02,Don Bacon,Nebraska 2nd,Nebraska ,R,2104 RHOB,(202) 225-4155,agriculture|armed_services,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9709,8016,227,250,25,1404799263.58,144690.4175074673,378.35,395017082.0,-5039017.46,5125439.929705826,381 CONSTRUCTORS,Department of Defense,1404.8,6188543.011365638,6.19,175249.4091292415,42.77092511013216
3103,03,Adrian Smith,Nebraska 3rd,Nebraska ,R,502 CHOB,(202) 225-6435,joint_committee_on_taxation|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19830,17416,219,224,25,717117976.22,36163.28674836107,526.345,26500000.0,-4731954.37,397821.0921315923,FIRE CREEK COMPANY,Department of State,717.12,3274511.3069406394,3.27,41175.81397680294,90.54794520547945
3201,01,Dina Titus,Nevada 1st,Nevada ,D,2464 RHOB,(202) 225-5965,foreign_affairs|homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027,1084,155,179,25,365575335.48,180352.90354218057,3500.0,21213882.0,-4874426.48,1107894.6140186575,UBC NATIONAL JOB CORPS TRAINING FUND INC,Department of Labor,365.58,2358550.551483871,2.36,337246.6194464945,13.07741935483871
3202,02,Mark Amodei,Nevada 2nd,Nevada ,R,104 CHOB,(202) 225-6155,appropriations|joint_library,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10379,6977,407,462,21,2311109197.77,222671.66372193853,1050.69,102491748.17,-13059604.0,2019105.1085307053,"SIERRA NEVADA COMPANY, LLC",National Aeronautics and Space Administration,2311.11,5678400.977321867,5.68,331246.83929625916,25.5012285012285
3203,03,Susie Lee,Nevada 3rd,Nevada ,D,365 CHOB,(202) 225-3252,appropriations|natural_resources,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15344,12968,244,280,25,2121837516.79,138284.50969694994,34989.0,84972827.63,-12336501.34,1421154.803380345,JT4 LLC,Department of Defense,2121.84,8696055.396680327,8.7,163621.02998072177,62.885245901639344
3204,04,Steven Horsford,Nevada 4th,Nevada ,D,406 CHOB,(202) 225-9894,armed_services|financial_services,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5729,4447,191,204,26,415507751.91,72527.09930354338,1230.0,52587200.0,-7443584.01,843745.5985520558,"TRADE WEST CONSTRUCTION, INC",Department of Defense,415.51,2175433.2560732984,2.18,93435.51875646504,29.994764397905758
3301,01,Chris Pappas,New Hampshire 1st,New Hampshire ,D,452 CHOB,(202) 225-5456,transportation_and_infrastructure|small_business|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10252,7099,333,373,37,2137952799.56,208540.07018728054,8146.4,262939031.29,-6275601.6,3895938.9398183418,"L3 TECHNOLOGIES, INC.",Department of Defense,2137.95,6420278.677357357,6.42,301162.5298718129,30.786786786786788
3302,02,Ann Kuster,New Hampshire 2nd,New Hampshire ,D,2201 RHOB,(202) 225-5206,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140,5413,350,400,45,3680140709.21,402641.2154496718,736.75,430849659.0,-13165000.0,5655683.228858619,BAE SYSTEMS INFORMATION & ELECTRONIC SYSTEMS INTEGRATION INC,Department of Defense,3680.14,10514687.7406,10.51,679870.8127119896,26.114285714285714
3401,01,Donald Norcross,New Jersey 1st,New Jersey ,D,2427 RHOB,(202) 225-6501,armed_services|education_and_the_workforce,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12671,8546,238,281,24,1936834477.88,152855.69235892984,3300.0,58458365.0,-11588115.8,1128042.5289421524,"L3 TECHNOLOGIES, INC.",Department of Defense,1936.83,8137959.991092438,8.14,226636.37700444655,53.239495798319325
3402,02,Jefferson Van Drew,New Jersey 2nd,New Jersey ,R,2447 RHOB,(202) 225-6572,judiciary|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129533,127984,196,215,17,454582479.47,3509.395130738885,396.45,20864374.85,-5741446.76,110957.93882359428,"PULLMAN SST, INC.",Department of the Interior,454.58,2319298.364642857,2.32,3551.8696045599454,660.8826530612245
3403,03,Andy Kim,New Jersey 3rd,New Jersey ,D,2444 RHOB,(202) 225-4765,armed_services|foreign_affairs|select_sub_us_china,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20769,15370,336,396,35,6095378891.07,293484.46680485335,1259.28,196430910.55,-36538104.0,3570280.006692092,LOCKHEED MARTIN CORPORATION,Department of Defense,6095.38,18141008.604374997,18.14,396576.3754762524,61.8125
3404,04,Christopher Smith,New Jersey 4th,New Jersey ,R,2373 RHOB,(202) 225-3765,foreign_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7628,4823,198,240,26,2536192723.37,332484.62550734135,1283.62,115270651.17,-24712000.0,3285345.4752895683,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,2536.19,12809054.158434343,12.81,525853.7680634459,38.525252525252526
3405,05,Josh Gottheimer,New Jersey 5th,New Jersey ,D,203 CHOB,(202) 225-4465,financial_services|Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14879,13166,220,250,28,767137833.74,51558.42689293635,5338.11,192844000.0,-9267119.84,1630480.2417485737,KIEWIT INFRASTRUCTURE CO.,Department of Defense,767.14,3486990.153363636,3.49,58266.5831490202,67.63181818181818
3406,06,Frank Pallone,New Jersey 6th,New Jersey ,D,2107 RHOB,(202) 225-4671,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18989,16380,234,262,35,896075059.55,47189.16528253199,2487.96,47012773.56,-4408780.97,505738.8525641528,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,896.08,3829380.596367521,3.83,54705.43709096459,81.14957264957265
3407,07,Thomas Kean,New Jersey 7th,New Jersey ,R,251 CHOB,(202) 225-5361,foreign_affairs|transportation_and_infrastructure|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20257,12101,299,355,49,6309717790.28,311483.3287396949,933.8,686683980.61,-241626561.0,11953440.81521069,MERCK SHARP & DOHME LLC,Department of Health and Human Services,6309.72,21102735.084548496,21.1,521421.1875283034,67.74916387959867
3408,08,Robert Menendez,New Jersey 8th,New Jersey ,D,1007 LHOB,(202) 225-7919,homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938,1228,101,114,26,343622554.58,177307.81970072238,1355.905,27993000.0,-762694.82,1370996.9404956002,BETHEL INDUSTRIES INC,Department of Defense,343.62,3402203.510693069,3.4,279822.92718241044,19.18811881188119
3409,09,Bill Pascrell,New Jersey 9th,New Jersey ,D,2409 RHOB,(202) 225-5751,ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101131,85034,199,215,26,818034279.4300001,8088.85781244129,73.9,41143567.0,-19197479.5,299217.4512114321,"L3HARRIS TECHNOLOGIES, INC.",Department of Defense,818.03,4110725.0222613066,4.11,9620.084665310347,508.1959798994975
3410,10,Donald Payne,New Jersey 10th,New Jersey ,D,106 CHOB,(202) 225-3436,homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179849,178158,130,141,28,624712119.72,3473.536798758959,501.5,45713700.0,-6217922.0,175510.2603783175,"DONJON MARINE CO., LLC",Department of Defense,624.71,4805477.8440000005,4.81,3506.506133432122,1383.4538461538461
3411,11,Mikie Sherrill,New Jersey 11th,New Jersey ,D,1427 LHOB,(202) 225-5034,armed_services|select_sub_us_china,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,719057,694838,421,488,43,3588459955.33,4990.508339853447,250.71,84971820.0,-55065963.0,255811.31274486354,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,Department of Defense,3588.46,8523657.851140141,8.52,5164.455535434158,1707.9738717339667
3412,12,Bonnie Watson Coleman,New Jersey 12th,New Jersey ,D,168 CHOB,(202) 225-5801,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5892,3193,310,371,44,1841936250.21,312616.47152240324,35.0,143161884.47,-6126054.0,2795861.1117290077,"MODERNA US, INC.",Department of Health and Human Services,1841.94,5941729.839387096,5.94,576866.9746977764,19.006451612903227
3501,01,Melanie Stansbury,New Mexico 1st,New Mexico ,D,1421 LHOB,(202) 225-6316,oversight_and_accountability|natural_resources,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13209,6254,628,702,44,13219069527.99,1000762.3232636838,300.0,2127190866.54,-48524941.28,26478419.940822974,"NATIONAL TECHNOLOGY & ENGINEERING SOLUTIONS OF SANDIA, LLC",Department of Energy,13219.07,21049473.77068471,21.05,2113698.357529581,21.03343949044586
3502,02,Gabe Vasquez,New Mexico 2nd,New Mexico ,D,1517 LHOB,(202) 225-2365,agriculture|armed_services,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8014,5228,341,380,18,722194033.81,90116.55026328923,4112.0,31064381.36,-15864760.0,737635.8221304337,SOUTHWEST RANGE SERVICES LLC,Department of Defense,722.19,2117871.0668914956,2.12,138139.6392138485,23.501466275659823
3503,03,Teresa Leger Fernandez,New Mexico 3rd,New Mexico ,D,1510 LHOB,(202) 225-6190,education_and_the_workforce|natural_resources|Rules,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4610,2447,418,476,27,434542670.5,94260.88297180043,6735.0,20927534.07,-7981302.0,663439.0689852899,LAM CORPORATION,Department of Health and Human Services,434.54,1039575.7667464114,1.04,177581.80241111564,11.028708133971293
3601,01,Nick LaLota,New York 1st,New York ,R,1530 LHOB,(202) 225-3826,armed_services|homeland_security|small_business,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88954,82260,276,307,26,2625429894.2,29514.466962699822,176.16,277593357.0,-3149426.0,1555987.6531814816,BROOKHAVEN SCIENCE ASSOCIATES LLC,Department of Energy,2625.43,9512427.15289855,9.51,31916.239900316068,322.2971014492754
3602,02,Andrew Garbarino,New York 2nd,New York ,R,2344 RHOB,(202) 225-7896,financial_services|homeland_security|ethics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37241,28435,395,463,20,779468196.34,20930.37771112484,1515.0,58019929.56,-57112280.69,569905.1976770888,"TWO ONE TWO NEW YORK, INC.",Department of Health and Human Services,779.47,1973337.2059240506,1.97,27412.280511341658,94.28101265822785
3603,03,George Santos,New York 3rd,New York ,R,1117 LHOB,(202) 225-3335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34265,29233,252,288,33,1331157351.51,38848.893959141984,392.45,42621837.0,-7826006.3,452595.1292247192,"E.W. HOWELL CO., LLC",Department of Defense,1331.16,5282370.4425,5.28,45536.11847945815,135.97222222222223
3604,04,Anthony D'Esposito,New York 4th,New York ,R,1508 LHOB,(202) 225-5516,house_administration|homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5073,3350,138,140,24,695992860.87,137195.5176167948,454.8,44749743.0,-1595375.0,1380238.2981921374,LOCKHEED MARTIN CORPORATION,Department of Defense,695.99,5043426.528043479,5.04,207759.06294626865,36.76086956521739
3605,05,Gregory Meeks,New York 5th,New York ,D,2310 RHOB,(202) 225-3461,financial_services|foreign_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,332,46,56,17,30214267.990000002,56369.90296641792,674.23,1956041.32,-234973.44,205095.67670923087,PURVIS SYSTEMS INC,Department of Health and Human Services,30.21,656831.912826087,0.66,91006.83129518073,11.652173913043478
3606,06,Grace Meng,New York 6th,New York ,D,2209 RHOB,(202) 225-2601,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,424,49,58,18,12011630.74,20497.663378839592,829.98,1900000.0,-268675.0,124135.61488141856,"AEROCINE VENTURES, INC.",Department of Defense,12.01,245135.3212244898,0.25,28329.31778301887,11.959183673469388
3607,07,Nydia Velazquez,New York 7th,New York ,D,2302 RHOB,(202) 225-2361,financial_services|natural_resources|small_business,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11899,10303,159,177,23,232452805.13,19535.4908084713,357.44,12658441.0,-16000000.0,300551.7042425001,FOS DEVELOPMENT CORP,Department of Defense,232.45,1461967.3278616352,1.46,22561.662149859265,74.83647798742139
3608,08,Hakeem Jeffries,New York 8th,New York ,D,2433 RHOB,(202) 225-5936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,42270,40416,43,51,23,83296866.55,1970.590644665247,181.5,2435920.0,-456000.0,20719.435774765523,PRIME RIV LLC,Department of Homeland Security,83.3,1937136.4313953489,1.94,2060.987394843626,983.0232558139535
